Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST
71,2017,Cole Beasley (FA),36,63,314,8.7,54,2,4,0,0,0,0,15,55.4,3.7,0.2%
39,2016,Cole Beasley (FA),75,98,833,11.1,47,6,5,1,7,0,0,16,114.0,7.1,0.2%
56,2015,Cole Beasley (FA),52,75,536,10.3,30,7,5,0,0,0,2,16,79.6,5.0,0.2%
76,2014,Cole Beasley (FA),37,49,420,11.4,45,4,4,0,0,0,2,16,62.0,3.9,0.2%
93,2013,Cole Beasley (FA),39,54,368,9.4,23,2,2,0,0,0,0,14,48.8,3.5,0.2%
139,2012,Cole Beasley (FA),15,24,128,8.5,20,1,0,0,0,0,0,10,12.8,1.3,0.2%
160,2021,Collin Johnson (NYG),11,21,105,9.5,16,0,0,0,0,0,0,8,10.5,1.3,0.0%
105,2020,Collin Johnson (NYG),18,31,272,15.1,46,8,2,0,0,0,0,14,41.2,2.9,0.0%
1,2021,Cooper Kupp (LAR),145,191,"1,947",13.4,59,57,16,4,18,0,0,17,294.5,17.3,100.0%
34,2020,Cooper Kupp (LAR),92,124,974,10.6,55,20,3,4,33,0,1,15,116.7,7.8,100.0%
4,2019,Cooper Kupp (LAR),94,134,"1,161",12.4,66,33,10,2,4,0,0,16,176.5,11.0,100.0%
47,2018,Cooper Kupp (LAR),40,55,566,14.2,70,17,6,4,25,0,0,8,95.1,11.9,100.0%
27,2017,Cooper Kupp (LAR),62,94,869,14.0,64,12,5,0,0,0,1,15,114.9,7.7,100.0%
108,2006,Corey Bradford (FA),14,0,164,11.7,23,0,0,0,0,0,0,7,16.4,2.3,0.0%
52,2005,Corey Bradford (FA),34,8,436,12.8,50,0,5,1,-2,0,0,12,75.4,6.3,0.0%
68,2004,Corey Bradford (FA),27,54,399,14.8,47,0,3,0,0,0,0,14,57.9,4.1,0.0%
62,2003,Corey Bradford (FA),24,62,460,19.2,78,0,4,0,0,0,0,15,70.0,4.7,0.0%
40,2002,Corey Bradford (FA),45,106,697,15.5,81,0,6,2,-11,0,0,16,104.6,6.5,0.0%
110,2016,Corey Brown (FA),27,53,276,10.2,27,1,1,2,6,0,1,16,32.2,2.0,0.2%
63,2015,Corey Brown (FA),31,54,447,14.4,39,9,4,6,38,0,0,14,72.5,5.2,0.2%
91,2014,Corey Brown (FA),21,36,296,14.1,47,3,2,8,95,0,1,13,49.1,3.8,0.2%
285,2019,Corey Coleman (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
163,2018,Corey Coleman (FA),5,8,71,14.2,30,2,0,1,5,0,0,8,7.6,1.0,0.0%
89,2017,Corey Coleman (FA),23,58,305,13.3,44,4,2,0,0,0,0,9,42.5,4.7,0.0%
83,2016,Corey Coleman (FA),33,73,413,12.5,58,4,3,2,10,0,0,10,60.3,6.0,0.0%
64,2021,Corey Davis (NYJ),34,59,492,14.5,53,14,4,0,0,0,1,9,71.2,7.9,5.1%
29,2020,Corey Davis (NYJ),65,92,984,15.1,75,24,5,0,0,0,1,14,126.4,9.0,5.1%
64,2019,Corey Davis (NYJ),43,69,601,14.0,38,11,2,0,0,0,0,15,72.1,4.8,5.1%
27,2018,Corey Davis (NYJ),65,112,891,13.7,51,20,4,6,55,0,0,16,118.6,7.4,5.1%
101,2017,Corey Davis (NYJ),34,65,375,11.0,37,4,0,0,0,0,1,11,35.5,3.2,5.1%
168,2015,Corey Fuller (FA),4,9,76,19.0,48,1,0,0,0,0,1,12,5.6,0.5,0.0%
115,2014,Corey Fuller (FA),14,31,212,15.1,52,3,1,0,0,0,1,16,25.2,1.6,0.0%
139,2014,Corey Washington (FA),5,8,52,10.4,20,1,1,0,0,0,0,14,11.2,0.8,0.0%
340,2021,Cornell Powell (KC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
131,2006,Cortez Hankton (FA),5,0,48,9.6,15,0,0,0,0,0,0,4,4.8,1.2,0.0%
155,2005,Cortez Hankton (FA),3,0,15,5.0,8,0,0,0,0,0,0,1,1.5,1.5,0.0%
110,2004,Cortez Hankton (FA),9,9,81,9.0,14,0,2,0,0,0,0,7,20.1,2.9,0.0%
112,2003,Cortez Hankton (FA),17,41,166,9.8,22,0,0,0,0,0,0,13,16.6,1.3,0.0%
47,2021,Courtland Sutton (DEN),58,98,776,13.4,55,19,2,0,0,0,0,17,92.2,5.4,96.8%
174,2020,Courtland Sutton (DEN),3,6,66,22.0,45,4,0,0,0,0,0,1,6.6,6.6,96.8%
17,2019,Courtland Sutton (DEN),72,124,"1,112",15.4,70,36,6,3,17,0,0,16,150.4,9.4,96.8%
48,2018,Courtland Sutton (DEN),42,84,704,16.8,42,25,4,1,-1,0,0,16,94.3,5.9,96.8%
179,2014,Courtney Roby (FA),1,2,11,11.0,11,0,0,0,0,0,0,4,1.1,0.3,0.0%
185,2012,Courtney Roby (FA),1,2,9,9.0,9,0,0,0,0,0,0,13,0.9,0.1,0.0%
194,2011,Courtney Roby (FA),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%
192,2010,Courtney Roby (FA),0,0,0,0.0,0,0,0,0,0,0,1,13,-2.0,-0.2,0.0%
175,2009,Courtney Roby (FA),1,1,6,6.0,6,0,0,0,0,0,1,15,-1.4,-0.1,0.0%
163,2008,Courtney Roby (FA),0,0,0,0.0,0,0,0,0,0,0,0,6,0.0,0.0,0.0%
136,2006,Courtney Roby (FA),2,0,28,14.0,21,0,0,1,3,0,0,11,3.1,0.3,0.0%
92,2005,Courtney Roby (FA),21,0,289,13.8,32,0,1,2,16,0,0,12,36.5,3.0,0.0%
135,2008,Courtney Taylor (FA),4,3,48,12.0,26,0,0,0,0,0,0,5,4.8,1.0,0.0%
128,2007,Courtney Taylor (FA),3,0,25,8.3,12,0,0,0,0,0,0,3,2.5,0.8,0.0%
107,2010,Craig Davis (FA),21,39,259,12.3,49,0,1,0,0,0,0,7,31.9,4.6,0.0%
135,2009,Craig Davis (FA),6,7,52,8.7,11,0,0,1,4,0,0,1,5.6,5.6,0.0%
147,2008,Craig Davis (FA),1,0,16,16.0,16,0,0,0,0,0,0,1,1.6,1.6,0.0%
97,2007,Craig Davis (FA),9,0,84,9.3,18,0,1,2,3,0,0,4,14.7,3.7,0.0%
158,2007,Craphonso Thorpe (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
127,2002,Cris Carter (FA),8,17,66,8.3,15,0,1,0,0,0,1,5,10.6,2.1,0.0%
63,2004,Curtis Conway (FA),38,75,403,10.6,37,0,3,0,0,0,0,15,60.3,4.0,0.0%
55,2003,Curtis Conway (FA),46,102,640,13.9,45,0,2,0,0,0,0,16,76.0,4.8,0.0%
25,2002,Curtis Conway (FA),57,94,852,14.9,52,0,5,7,53,2,2,12,128.5,10.7,0.0%
188,2021,Curtis Samuel (WAS),6,9,27,4.5,10,0,0,4,11,0,0,5,3.8,0.8,6.2%
25,2020,Curtis Samuel (WAS),77,97,851,11.1,44,16,3,41,200,2,0,15,135.1,9.0,6.2%
36,2019,Curtis Samuel (WAS),54,105,627,11.6,44,13,6,19,130,1,0,16,117.7,7.4,6.2%
42,2018,Curtis Samuel (WAS),39,65,494,12.7,53,11,5,8,84,2,1,13,97.8,7.5,6.2%
126,2017,Curtis Samuel (WAS),15,26,115,7.7,23,2,0,4,64,0,0,9,17.9,2.0,6.2%
116,2021,Cyril Grayson Jr. (FA),10,12,212,21.2,62,11,2,1,14,0,0,3,34.6,11.5,0.0%
244,2020,Cyril Grayson Jr. (FA),0,3,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%
211,2019,Cyril Grayson Jr. (FA),1,1,3,3.0,3,0,0,0,0,0,0,2,0.3,0.2,0.0%
134,2008,D.J. Hackett (FA),3,0,50,16.7,30,0,0,0,0,0,0,4,5.0,1.3,0.0%
102,2007,D.J. Hackett (FA),7,0,65,9.3,15,0,1,0,0,0,0,2,12.5,6.3,0.0%
50,2006,D.J. Hackett (FA),45,0,610,13.6,47,0,4,0,0,0,0,13,85.0,6.5,0.0%
76,2005,D.J. Hackett (FA),28,4,400,14.3,47,0,2,0,0,0,0,10,52.0,5.2,0.0%
193,2021,D.J. Montgomery (FA),3,6,36,12.0,14,0,0,0,0,0,0,2,3.6,1.8,0.0%
185,2019,Da'Mari Scott (FA),2,3,22,11.0,11,0,0,1,5,0,0,5,2.7,0.5,0.0%
228,2018,Da'Mari Scott (FA),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%
112,2013,Da'Rick Rogers (FA),14,23,192,13.7,69,1,2,1,0,0,0,5,31.2,6.2,0.0%
107,2020,DaeSean Hamilton (FA),23,44,293,12.7,40,4,2,0,0,0,1,16,39.3,2.5,0.0%
102,2019,DaeSean Hamilton (FA),28,52,297,10.6,28,4,1,0,0,0,0,16,35.7,2.2,0.0%
106,2018,DaeSean Hamilton (FA),30,46,243,8.1,24,1,2,0,0,0,0,14,36.3,2.6,0.0%
317,2021,Dai'Jean Dixon (NO),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
153,2008,Dallas Baker (FA),1,0,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,0.0%
193,2015,Damaris Johnson (FA),0,0,0,0.0,0,0,0,1,6,0,0,1,0.6,0.6,0.0%
94,2014,Damaris Johnson (FA),31,49,331,10.7,44,4,1,5,19,0,0,16,41.0,2.6,0.0%
211,2013,Damaris Johnson (FA),2,3,14,7.0,8,0,0,0,0,0,1,13,-0.6,-0.0,0.0%
122,2012,Damaris Johnson (FA),19,31,256,13.5,32,4,0,3,12,0,2,14,22.8,1.6,0.0%
156,2002,Dameane Douglas (FA),0,0,0,0.0,0,0,0,0,0,0,0,14,0.0,0.0,0.0%
175,2014,Damian Williams (FA),1,1,14,14.0,14,0,0,0,0,0,0,3,1.4,0.5,0.0%
124,2013,Damian Williams (FA),15,23,178,11.9,32,3,0,0,0,0,1,10,15.8,1.6,0.0%
101,2012,Damian Williams (FA),30,45,324,10.8,27,2,0,0,0,0,0,13,32.4,2.5,0.0%
51,2011,Damian Williams (FA),45,94,592,13.2,54,0,5,0,0,0,0,15,89.2,5.9,0.0%
118,2010,Damian Williams (FA),16,28,219,13.7,39,0,0,1,5,0,0,16,22.4,1.4,0.0%
108,2021,Damiere Byrd (ATL),26,38,329,12.7,54,6,1,0,0,0,1,11,38.9,3.5,0.0%
73,2020,Damiere Byrd (ATL),47,77,604,12.9,42,15,1,2,15,0,0,16,67.9,4.2,0.0%
94,2019,Damiere Byrd (ATL),32,46,359,11.2,58,10,1,0,0,0,1,11,39.9,3.6,0.0%
198,2018,Damiere Byrd (ATL),1,2,8,8.0,8,0,0,0,0,0,0,8,0.8,0.1,0.0%
116,2017,Damiere Byrd (ATL),10,17,105,10.5,31,2,2,1,12,0,0,8,23.7,3.0,0.0%
184,2016,Damiere Byrd (ATL),1,1,16,16.0,16,0,0,0,0,0,0,1,1.6,1.6,0.0%
238,2021,Damion Ratley (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
176,2020,Damion Ratley (FA),4,10,63,15.8,29,1,0,0,0,0,0,5,6.3,1.3,0.0%
121,2019,Damion Ratley (FA),12,24,200,16.7,46,6,1,0,0,0,0,13,26.0,2.0,0.0%
150,2018,Damion Ratley (FA),13,20,144,11.1,27,3,0,0,0,0,0,13,14.4,1.1,0.0%
158,2019,Damion Willis (FA),9,16,82,9.1,17,0,0,0,0,0,0,10,8.2,0.8,0.0%
178,2002,Damon Gibson (FA),0,0,0,0.0,0,0,0,0,0,0,1,2,-2.0,-1.0,0.0%
229,2021,Dan Chisena (MIN),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
215,2020,Dan Chisena (MIN),0,0,0,0.0,0,0,0,0,0,0,0,14,0.0,0.0,0.0%
39,2012,Danario Alexander (FA),37,62,658,17.8,80,9,7,0,0,0,0,10,107.8,10.8,0.0%
78,2011,Danario Alexander (FA),26,60,431,16.6,68,0,2,0,0,0,0,10,55.1,5.5,0.0%
97,2010,Danario Alexander (FA),20,37,306,15.3,46,0,1,0,0,0,0,8,36.6,4.6,0.0%
99,2008,Dane Looker (FA),17,0,163,9.6,22,0,1,0,0,0,0,8,22.9,2.9,0.0%
134,2007,Dane Looker (FA),3,0,19,6.3,10,0,0,0,0,0,0,3,1.9,0.6,0.0%
153,2006,Dane Looker (FA),0,0,0,0.0,0,0,0,1,13,0,0,9,1.3,0.1,0.0%
106,2005,Dane Looker (FA),23,0,237,10.3,23,0,0,0,0,0,0,11,23.7,2.2,0.0%
114,2004,Dane Looker (FA),13,26,183,14.1,29,0,0,0,0,0,1,9,16.3,1.8,0.0%
69,2003,Dane Looker (FA),47,75,495,10.5,41,0,3,0,0,0,1,16,65.9,4.1,0.0%
146,2014,Dane Sanzenbacher (FA),9,15,105,11.7,26,1,0,1,-1,0,1,10,8.4,0.8,0.0%
158,2013,Dane Sanzenbacher (FA),6,8,61,10.2,23,1,0,0,0,0,0,10,6.1,0.6,0.0%
188,2012,Dane Sanzenbacher (FA),1,3,7,7.0,7,0,0,0,0,0,0,5,0.7,0.1,0.0%
88,2011,Dane Sanzenbacher (FA),27,54,276,10.2,22,0,3,1,-4,0,0,16,45.2,2.8,0.0%
212,2016,Daniel Braverman (FA),0,2,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%
98,2021,Danny Amendola (FA),24,38,248,10.3,39,6,3,0,0,0,0,8,44.8,5.6,0.0%
81,2020,Danny Amendola (FA),46,69,602,13.1,50,13,0,1,2,0,0,14,60.4,4.3,0.0%
60,2019,Danny Amendola (FA),62,97,678,10.9,47,11,1,0,0,0,0,15,78.6,5.2,0.0%
73,2018,Danny Amendola (FA),59,79,575,9.7,39,5,1,1,-2,0,0,15,68.4,4.6,0.0%
53,2017,Danny Amendola (FA),61,86,659,10.8,27,7,2,0,0,0,0,15,77.9,5.2,0.0%
94,2016,Danny Amendola (FA),23,29,243,10.6,32,1,4,0,0,0,1,12,46.3,3.9,0.0%
53,2015,Danny Amendola (FA),65,87,648,10.0,41,5,3,2,11,0,1,14,83.3,6.0,0.0%
110,2014,Danny Amendola (FA),27,42,200,7.4,21,1,1,0,0,0,0,16,26.0,1.6,0.0%
60,2013,Danny Amendola (FA),54,83,633,11.7,57,8,2,1,1,0,0,12,75.4,6.3,0.0%
58,2012,Danny Amendola (FA),63,101,666,10.6,56,5,3,2,8,0,2,11,83.4,7.6,0.0%
151,2011,Danny Amendola (FA),5,6,45,9.0,18,0,0,0,0,0,0,1,4.5,4.5,0.0%
46,2010,Danny Amendola (FA),85,123,689,8.1,36,0,3,7,81,0,1,16,93.0,5.8,0.0%
93,2009,Danny Amendola (FA),43,63,326,7.6,25,0,1,3,-2,0,1,14,36.4,2.6,0.0%
126,2002,Danny Farmer (FA),9,15,115,12.8,51,0,0,0,0,0,0,6,11.5,1.9,0.0%
279,2021,Danny Gray (SF),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%
149,2021,Dante Pettis (CHI),10,16,87,8.7,27,1,1,0,0,0,0,3,15.3,5.1,0.0%
159,2020,Dante Pettis (CHI),4,6,76,19.0,33,3,1,0,0,0,1,7,11.6,1.7,0.0%
127,2019,Dante Pettis (CHI),11,24,109,9.9,21,2,2,0,0,0,0,11,23.5,2.1,0.0%
61,2018,Dante Pettis (CHI),27,45,467,17.3,75,16,5,1,-2,0,0,12,76.5,6.4,0.0%
150,2005,Dante Ridgeway (FA),2,0,26,13.0,17,0,0,0,0,0,0,1,2.6,2.6,0.0%
328,2021,Dareke Young (SEA),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
195,2019,Darius Jennings (FA),2,5,17,8.5,11,0,0,0,0,0,0,8,1.7,0.2,0.0%
157,2018,Darius Jennings (FA),11,15,101,9.2,36,2,0,1,2,0,0,16,11.1,0.7,0.0%
153,2015,Darius Jennings (FA),14,21,117,8.4,16,0,0,0,0,0,0,4,11.7,2.9,0.0%
189,2014,Darius Johnson (FA),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%
116,2013,Darius Johnson (FA),22,43,210,9.5,17,0,1,0,0,0,1,10,25.0,2.5,0.0%
195,2012,Darius Johnson (FA),0,0,0,0.0,0,0,0,0,0,0,0,14,0.0,0.0,0.0%
186,2017,Darius Powe (FA),2,4,13,6.5,8,0,0,0,0,0,0,1,1.3,1.3,0.0%
104,2021,Darius Slayton (NYG),26,58,339,13.0,42,7,2,1,-13,0,1,13,42.6,3.3,0.2%
56,2020,Darius Slayton (NYG),50,96,751,15.0,41,17,3,2,-1,0,1,16,91.0,5.7,0.2%
33,2019,Darius Slayton (NYG),48,84,740,15.4,55,23,8,0,0,0,0,14,122.0,8.7,0.2%
152,2005,Darius Watts (FA),2,0,22,11.0,12,0,0,0,0,0,0,2,2.2,1.1,0.0%
79,2004,Darius Watts (FA),31,53,385,12.4,28,0,1,5,33,0,0,16,47.8,3.0,0.0%
103,2002,Darnay Scott (FA),22,35,218,9.9,17,0,1,1,14,0,0,14,29.2,2.1,0.0%
22,2021,Darnell Mooney (CHI),81,140,"1,055",13.0,64,26,4,6,32,1,0,17,138.7,8.2,93.3%
55,2020,Darnell Mooney (CHI),61,98,631,10.3,53,13,4,4,20,0,0,16,91.1,5.7,93.3%
136,2005,Darnerien McCants (FA),5,2,87,17.4,22,0,0,0,0,0,0,7,8.7,1.2,0.0%
132,2004,Darnerien McCants (FA),5,9,71,14.2,27,0,0,0,0,0,0,5,7.1,1.4,0.0%
56,2003,Darnerien McCants (FA),27,55,360,13.3,32,0,6,0,0,0,0,15,76.0,5.1,0.0%
95,2002,Darnerien McCants (FA),21,41,256,12.2,32,0,2,1,9,0,1,8,36.5,4.6,0.0%
172,2004,Darrell Hill (FA),0,1,0,0.0,0,0,0,0,0,0,0,10,0.0,0.0,0.0%
170,2003,Darrell Hill (FA),0,0,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%
165,2002,Darrell Hill (FA),0,0,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%
114,2008,Darrell Jackson (FA),11,0,142,12.9,30,0,0,0,0,0,0,9,14.2,1.6,0.0%
72,2007,Darrell Jackson (FA),20,0,237,11.9,34,0,1,0,0,0,0,7,29.7,4.2,0.0%
13,2006,Darrell Jackson (FA),63,0,956,15.2,72,0,10,0,0,0,0,13,155.6,12.0,0.0%
61,2005,Darrell Jackson (FA),38,9,482,12.7,48,0,3,1,7,0,0,6,66.9,11.2,0.0%
13,2004,Darrell Jackson (FA),87,156,"1,199",13.8,56,0,7,0,0,0,1,16,161.9,10.1,0.0%
9,2003,Darrell Jackson (FA),68,130,"1,137",16.7,80,0,9,0,0,0,1,16,165.7,10.4,0.0%
34,2002,Darrell Jackson (FA),62,112,877,14.1,48,0,4,3,3,0,2,13,108.0,8.3,0.0%
163,2002,Darrin Chiaverini (FA),0,1,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%
245,2019,Darrius Heyward-Bey (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
205,2018,Darrius Heyward-Bey (FA),1,2,9,9.0,9,0,0,1,-7,0,0,14,0.2,0.0,0.0%
135,2017,Darrius Heyward-Bey (FA),2,3,47,23.5,44,1,0,2,32,1,0,16,13.9,0.9,0.0%
104,2016,Darrius Heyward-Bey (FA),6,19,114,19.0,46,2,2,1,60,1,0,10,35.4,3.5,0.0%
93,2015,Darrius Heyward-Bey (FA),21,39,314,15.0,66,5,2,0,0,0,0,16,43.4,2.7,0.0%
176,2014,Darrius Heyward-Bey (FA),3,5,33,11.0,17,0,0,0,0,0,1,16,1.3,0.1,0.0%
101,2013,Darrius Heyward-Bey (FA),29,64,309,10.7,27,2,1,3,26,0,0,16,41.5,2.6,0.0%
49,2012,Darrius Heyward-Bey (FA),41,80,606,14.8,59,8,5,2,16,0,0,15,92.2,6.1,0.0%
29,2011,Darrius Heyward-Bey (FA),64,115,975,15.2,58,0,4,0,0,0,1,15,119.5,8.0,0.0%
86,2010,Darrius Heyward-Bey (FA),26,65,366,14.1,69,0,1,4,48,0,1,15,45.4,3.0,0.0%
111,2009,Darrius Heyward-Bey (FA),9,40,124,13.8,24,0,1,2,19,0,0,11,20.3,1.8,0.0%
240,2021,Darrius Shepherd (DEN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
194,2020,Darrius Shepherd (DEN),5,8,46,9.2,19,0,0,0,0,0,1,8,2.6,0.3,0.0%
291,2019,Darrius Shepherd (DEN),1,2,1,1.0,1,0,0,0,0,0,1,6,-1.9,-0.3,0.0%
203,2011,Darvin Adams (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
266,2019,Darvin Kidsy (FA),0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%
199,2018,Darvin Kidsy (FA),1,2,8,8.0,8,0,0,0,0,0,0,2,0.8,0.4,0.0%
171,2004,Daryl Jones (FA),0,2,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
131,2002,Daryl Jones (FA),8,23,90,11.3,32,0,0,1,4,0,0,12,9.4,0.8,0.0%
347,2021,Daurice Fountain (KC),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
196,2020,Daurice Fountain (KC),2,3,23,11.5,12,0,0,0,0,0,0,5,2.3,0.5,0.0%
269,2019,Daurice Fountain (KC),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
224,2018,Daurice Fountain (KC),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
5,2021,Davante Adams (LV),123,169,"1,553",12.6,59,37,11,0,0,0,0,16,221.3,13.8,100.0%
1,2020,Davante Adams (LV),115,149,"1,374",11.9,56,34,18,0,0,0,1,14,243.4,17.4,100.0%
29,2019,Davante Adams (LV),83,127,997,12.0,58,22,5,0,0,0,1,12,129.7,10.8,100.0%
3,2018,Davante Adams (LV),111,169,"1,386",12.5,57,33,13,0,0,0,0,15,218.6,14.6,100.0%
12,2017,Davante Adams (LV),74,117,885,12.0,55,8,10,0,0,0,0,14,148.5,10.6,100.0%
7,2016,Davante Adams (LV),75,121,997,13.3,66,17,12,0,0,0,1,16,171.7,10.7,100.0%
82,2015,Davante Adams (LV),50,94,483,9.7,40,6,1,0,0,0,0,13,56.3,4.3,100.0%
74,2014,Davante Adams (LV),38,66,446,11.7,45,5,3,0,0,0,0,16,62.6,3.9,100.0%
132,2011,David Anderson (FA),7,16,79,11.3,23,0,1,0,0,0,0,5,13.9,2.8,0.0%
136,2010,David Anderson (FA),11,18,117,10.6,35,0,0,0,0,0,0,9,11.7,1.3,0.0%
92,2009,David Anderson (FA),38,53,370,9.7,27,0,0,0,0,0,0,16,37.0,2.3,0.0%
83,2008,David Anderson (FA),18,2,239,13.3,65,0,2,0,0,0,0,11,35.9,3.3,0.0%
87,2007,David Anderson (FA),12,4,131,10.9,24,0,1,0,0,0,0,5,19.1,3.8,0.0%
142,2006,David Anderson (FA),1,0,27,27.0,27,0,0,0,0,0,0,4,2.7,0.7,0.0%
286,2021,David Bell (CLE),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2.0%
138,2005,David Boston (FA),4,0,80,20.0,54,0,0,0,0,0,0,3,8.0,2.7,0.0%
19,2003,David Boston (FA),70,115,880,12.6,46,0,7,3,18,0,2,14,129.8,9.3,0.0%
69,2002,David Boston (FA),32,75,512,16.0,34,0,1,2,29,0,0,8,60.1,7.5,0.0%
133,2010,David Clowney (FA),7,16,124,17.7,31,0,0,0,0,0,0,8,12.4,1.6,0.0%
106,2009,David Clowney (FA),14,22,191,13.6,53,0,1,3,1,0,0,11,25.2,2.3,0.0%
141,2008,David Clowney (FA),1,1,26,26.0,26,0,0,0,0,0,0,1,2.6,2.6,0.0%
209,2012,David Douglas (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
200,2012,David Gettis (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
66,2010,David Gettis (FA),37,67,508,13.7,88,0,3,3,2,0,0,15,69.0,4.6,0.0%
187,2012,David Gilreath (FA),0,2,0,0.0,0,0,0,1,7,0,0,3,0.7,0.2,0.0%
119,2006,David Givens (FA),8,0,104,13.0,27,0,0,1,3,0,0,4,10.7,2.7,0.0%
40,2005,David Givens (FA),59,0,738,12.5,40,0,2,2,13,0,0,13,87.1,6.7,0.0%
36,2004,David Givens (FA),56,106,874,15.6,50,0,3,0,0,0,0,15,105.4,7.0,0.0%
44,2003,David Givens (FA),34,54,510,15.0,57,0,6,0,0,0,0,11,85.0,7.7,0.0%
121,2002,David Givens (FA),9,15,92,10.2,30,0,1,0,0,0,0,10,15.2,1.5,0.0%
104,2006,David Kircus (FA),9,0,187,20.8,45,0,0,0,0,0,0,11,18.7,1.7,0.0%
127,2004,David Kircus (FA),3,10,68,22.7,50,0,1,0,0,0,0,5,12.8,2.6,0.0%
135,2003,David Kircus (FA),3,12,53,17.7,19,0,0,0,0,0,0,5,5.3,1.1,0.0%
369,2021,David Moore (CHI),0,2,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
59,2020,David Moore (CHI),35,47,417,11.9,57,14,6,8,61,0,0,16,83.8,5.2,0.0%
90,2019,David Moore (CHI),17,34,301,17.7,60,9,2,3,25,0,1,15,42.6,2.8,0.0%
63,2018,David Moore (CHI),26,53,445,17.1,54,16,5,1,5,0,0,16,75.0,4.7,0.0%
204,2017,David Moore (CHI),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
154,2014,David Nelson (FA),8,16,65,8.1,17,0,0,0,0,0,0,6,6.5,1.1,0.0%
86,2013,David Nelson (FA),36,61,423,11.8,31,5,2,0,0,0,0,12,54.3,4.5,0.0%
173,2012,David Nelson (FA),2,5,31,15.5,21,1,0,0,0,0,0,1,3.1,3.1,0.0%
48,2011,David Nelson (FA),61,98,658,10.8,35,0,5,0,0,0,0,16,95.8,6.0,0.0%
82,2010,David Nelson (FA),31,47,353,11.4,37,0,3,0,0,0,0,15,53.3,3.6,0.0%
137,2008,David Patten (FA),2,0,35,17.5,19,0,0,0,0,0,0,1,3.5,3.5,0.0%
57,2007,David Patten (FA),24,7,422,17.6,58,0,1,1,-6,0,0,7,47.6,6.8,0.0%
144,2006,David Patten (FA),1,0,25,25.0,25,0,0,0,0,0,0,1,2.5,2.5,0.0%
110,2005,David Patten (FA),22,7,217,9.9,32,0,0,0,0,0,0,8,21.7,2.7,0.0%
31,2004,David Patten (FA),44,95,800,18.2,48,0,7,1,5,0,0,16,122.5,7.7,0.0%
116,2003,David Patten (FA),9,22,140,15.6,42,0,0,1,4,0,0,5,14.4,2.9,0.0%
31,2002,David Patten (FA),61,120,824,13.5,39,0,5,2,6,0,0,16,113.0,7.1,0.0%
183,2013,David Reed (FA),1,3,2,2.0,2,0,0,0,0,0,0,7,0.2,0.0,0.0%
157,2012,David Reed (FA),5,6,66,13.2,23,1,0,0,0,0,0,5,6.6,1.3,0.0%
208,2011,David Reed (FA),0,2,0,0.0,0,0,0,1,16,0,2,11,-2.4,-0.2,0.0%
167,2010,David Reed (FA),0,1,0,0.0,0,0,0,1,15,0,0,13,1.5,0.1,0.0%
206,2021,David Sills V (NYG),2,6,17,8.5,12,0,0,0,0,0,0,4,1.7,0.4,0.0%
50,2004,David Terrell (FA),42,90,699,16.6,63,0,1,3,10,0,1,16,74.9,4.7,0.0%
89,2003,David Terrell (FA),43,84,361,8.4,35,0,1,1,4,0,0,16,42.5,2.7,0.0%
