Rank,year,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST
116,2019,Darrell Daniels (FA),1,3,4,4.0,4,0,0,0,0,0,0,11,0.4,0.0,0.0%
127,2018,Darrell Daniels (FA),0,2,0,0.0,0,0,0,0,0,0,0,11,0.0,0.0,0.0%
99,2017,Darrell Daniels (FA),3,13,26,8.7,13,0,0,0,0,0,0,12,2.6,0.2,0.0%
89,2021,Darren Fells (FA),4,5,43,10.8,24,1,0,0,0,0,0,3,4.3,1.4,0.0%
25,2020,Darren Fells (FA),21,28,312,14.9,44,6,4,0,0,0,0,16,55.2,3.5,0.0%
13,2019,Darren Fells (FA),34,48,341,10.0,24,2,7,0,0,0,0,16,76.1,4.8,0.0%
43,2018,Darren Fells (FA),11,12,117,10.6,49,3,3,0,0,0,0,16,29.7,1.9,0.0%
37,2017,Darren Fells (FA),17,26,177,10.4,23,3,3,0,0,0,0,16,35.7,2.2,0.0%
52,2016,Darren Fells (FA),14,18,154,11.0,37,2,1,0,0,0,0,14,21.4,1.5,0.0%
33,2015,Darren Fells (FA),21,28,311,14.8,48,4,3,0,0,0,0,14,49.1,3.5,0.0%
82,2014,Darren Fells (FA),5,11,71,14.2,24,1,0,0,0,0,0,10,7.1,0.7,0.0%
18,2021,Darren Waller (LV),55,93,665,12.1,33,15,2,0,0,0,0,11,78.5,7.1,99.6%
2,2020,Darren Waller (LV),107,145,"1,196",11.2,38,19,9,0,0,0,2,16,171.6,10.7,99.6%
4,2019,Darren Waller (LV),90,117,"1,145",12.7,75,23,3,2,5,0,1,16,131.0,8.2,99.6%
79,2018,Darren Waller (LV),6,6,75,12.5,44,3,0,1,21,0,0,4,9.6,2.4,99.6%
54,2016,Darren Waller (LV),10,17,85,8.5,15,0,2,0,0,0,0,12,20.5,1.7,99.6%
97,2015,Darren Waller (LV),2,6,18,9.0,17,0,0,0,0,0,0,6,1.8,0.3,99.6%
98,2006,Dave Moore (FA),1,0,9,9.0,9,0,0,0,0,0,0,2,0.9,0.5,0.0%
99,2005,Dave Moore (FA),1,0,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,0.0%
95,2004,Dave Moore (FA),3,4,17,5.7,10,0,0,0,0,0,0,4,1.7,0.4,0.0%
42,2003,Dave Moore (FA),7,18,82,11.7,28,0,2,0,0,0,0,10,20.2,2.0,0.0%
37,2002,Dave Moore (FA),16,24,141,8.8,19,0,2,0,0,0,0,10,26.1,2.6,0.0%
102,2014,David Ausberry (FA),2,4,14,7.0,7,0,0,0,0,0,0,6,1.4,0.2,0.0%
67,2012,David Ausberry (FA),7,12,92,13.1,31,2,0,0,0,0,0,16,9.2,0.6,0.0%
101,2011,David Ausberry (FA),2,2,14,7.0,10,0,0,1,-2,0,0,12,1.2,0.1,0.0%
154,2019,David Grinnage (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
91,2018,David Grinnage (FA),6,8,61,10.2,24,1,0,0,0,0,0,4,6.1,1.5,0.0%
76,2016,David Johnson (FA),7,11,80,11.4,26,1,0,0,0,0,0,16,10.0,0.6,0.0%
144,2015,David Johnson (FA),1,2,4,4.0,4,0,0,2,4,0,1,16,-1.2,-0.1,0.0%
106,2014,David Johnson (FA),1,1,4,4.0,4,0,0,0,0,0,0,14,0.4,0.0,0.0%
82,2013,David Johnson (FA),4,6,70,17.5,32,1,0,0,0,0,0,5,7.0,1.4,0.0%
53,2011,David Johnson (FA),12,14,91,7.6,25,0,1,0,0,0,0,16,15.1,0.9,0.0%
83,2010,David Johnson (FA),4,6,46,11.5,25,0,0,0,0,0,0,16,4.6,0.3,0.0%
93,2009,David Johnson (FA),2,4,9,4.5,5,0,0,0,0,0,0,15,0.9,0.1,0.0%
67,2010,David Martin (FA),7,8,43,6.1,15,0,1,0,0,0,0,8,10.3,1.3,0.0%
26,2008,David Martin (FA),23,1,344,15.0,61,0,2,0,0,0,0,12,46.4,3.9,0.0%
34,2007,David Martin (FA),15,0,111,7.4,14,0,2,0,0,0,0,7,23.1,3.3,0.0%
36,2006,David Martin (FA),21,0,198,9.4,23,0,2,0,0,0,0,8,31.8,4.0,0.0%
26,2005,David Martin (FA),27,5,224,8.3,21,0,3,0,0,0,0,10,42.4,4.2,0.0%
70,2004,David Martin (FA),5,11,88,17.6,35,0,0,0,0,0,0,8,8.8,1.1,0.0%
44,2003,David Martin (FA),13,17,79,6.1,14,0,2,0,0,0,0,12,19.9,1.7,0.0%
63,2002,David Martin (FA),8,11,33,4.1,7,0,1,0,0,0,0,6,9.3,1.6,0.0%
155,2019,David Morgan II (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
103,2018,David Morgan II (FA),5,6,36,7.2,13,0,0,0,0,0,0,11,3.6,0.3,0.0%
64,2017,David Morgan II (FA),10,12,95,9.5,23,1,1,0,0,0,0,15,15.5,1.0,0.0%
110,2016,David Morgan II (FA),1,1,4,4.0,4,0,0,0,0,0,0,12,0.4,0.0,0.0%
20,2021,David Njoku (CLE),36,53,475,13.2,71,15,4,1,1,0,0,15,71.6,4.8,57.4%
45,2020,David Njoku (CLE),19,29,213,11.2,28,4,2,0,0,0,0,13,33.3,2.6,57.4%
78,2019,David Njoku (CLE),5,10,41,8.2,18,0,1,0,0,0,0,4,10.1,2.5,57.4%
8,2018,David Njoku (CLE),56,88,639,11.4,66,14,4,0,0,0,0,16,87.9,5.5,57.4%
22,2017,David Njoku (CLE),32,60,386,12.1,34,8,4,1,1,0,0,16,62.7,3.9,57.4%
73,2013,David Paulson (FA),6,10,102,17.0,34,2,0,0,0,0,1,16,8.2,0.5,0.0%
83,2012,David Paulson (FA),7,11,51,7.3,9,0,0,0,0,0,0,16,5.1,0.3,0.0%
57,2002,David Sloan (FA),12,25,127,10.6,29,0,0,0,0,0,0,13,12.7,1.0,0.0%
45,2012,David Thomas (FA),11,17,86,7.8,20,1,4,0,0,0,0,10,32.6,3.3,0.0%
98,2011,David Thomas (FA),5,9,16,3.2,8,0,0,0,0,0,0,5,1.6,0.3,0.0%
39,2010,David Thomas (FA),30,46,219,7.3,22,0,2,0,0,0,0,12,33.9,2.8,0.0%
32,2009,David Thomas (FA),35,48,356,10.2,37,0,1,0,0,0,0,13,41.6,3.2,0.0%
71,2008,David Thomas (FA),5,1,51,10.2,16,0,0,0,0,0,0,4,5.1,1.3,0.0%
86,2007,David Thomas (FA),1,0,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,0.0%
46,2006,David Thomas (FA),11,0,159,14.5,36,0,1,0,0,0,0,6,21.9,3.7,0.0%
6,2021,Dawson Knox (BUF),49,71,587,12.0,53,14,9,0,4,0,0,15,115.1,7.7,90.6%
33,2020,Dawson Knox (BUF),24,44,288,12.0,36,4,3,0,0,0,2,12,42.8,3.6,90.6%
29,2019,Dawson Knox (BUF),28,50,388,13.9,49,11,2,1,9,0,0,15,51.7,3.4,90.6%
135,2012,Dedrick Epps (FA),1,1,9,9.0,9,0,0,0,0,0,1,1,-1.1,-1.1,0.0%
43,2019,Delanie Walker (FA),21,31,215,10.2,29,1,2,0,0,0,0,7,33.5,4.8,0.1%
92,2018,Delanie Walker (FA),4,7,52,13.0,16,0,0,0,0,0,0,1,5.2,5.2,0.1%
7,2017,Delanie Walker (FA),74,111,807,10.9,42,9,3,2,-2,1,2,16,100.5,6.3,0.1%
5,2016,Delanie Walker (FA),65,102,800,12.3,47,13,7,2,11,0,0,15,123.1,8.2,0.1%
5,2015,Delanie Walker (FA),94,133,"1,088",11.6,61,13,6,1,36,0,0,15,150.4,10.0,0.1%
8,2014,Delanie Walker (FA),63,106,890,14.1,68,13,4,0,0,0,0,15,113.0,7.5,0.1%
12,2013,Delanie Walker (FA),60,86,571,9.5,33,5,6,0,0,0,0,15,93.1,6.2,0.1%
34,2012,Delanie Walker (FA),21,39,344,16.4,45,9,3,0,0,0,1,16,50.4,3.2,0.1%
39,2011,Delanie Walker (FA),19,35,198,10.4,29,0,3,3,5,0,0,15,38.3,2.6,0.1%
40,2010,Delanie Walker (FA),29,45,331,11.4,38,0,0,3,18,0,1,14,32.9,2.4,0.1%
50,2009,Delanie Walker (FA),21,33,233,11.1,39,0,0,3,34,0,2,16,22.7,1.4,0.1%
44,2008,Delanie Walker (FA),10,4,155,15.5,53,0,1,2,-13,0,0,15,20.2,1.3,0.1%
32,2007,Delanie Walker (FA),21,1,174,8.3,26,0,1,0,0,0,0,16,23.4,1.5,0.1%
89,2006,Delanie Walker (FA),2,0,30,15.0,29,0,0,0,0,0,0,7,3.0,0.4,0.1%
108,2021,Demetrius Harris (FA),3,6,10,3.3,7,0,0,0,0,0,0,10,1.0,0.1,0.0%
90,2020,Demetrius Harris (FA),7,14,45,6.4,9,0,0,0,0,0,0,15,4.5,0.3,0.0%
42,2019,Demetrius Harris (FA),15,27,149,9.9,23,2,3,0,0,0,0,15,34.9,2.3,0.0%
37,2018,Demetrius Harris (FA),12,25,164,13.7,35,3,3,0,0,0,0,15,34.4,2.3,0.0%
46,2017,Demetrius Harris (FA),18,35,224,12.4,51,3,1,0,0,0,0,16,28.4,1.8,0.0%
55,2016,Demetrius Harris (FA),17,31,123,7.2,13,0,1,0,0,0,0,16,20.3,1.3,0.0%
68,2015,Demetrius Harris (FA),7,11,74,10.6,25,1,1,0,0,0,0,16,13.4,0.8,0.0%
100,2014,Demetrius Harris (FA),3,5,20,6.7,10,0,0,0,0,0,0,8,2.0,0.3,0.0%
16,2016,Dennis Pitta (FA),86,121,729,8.5,30,4,2,0,0,0,1,16,82.9,5.2,0.0%
68,2014,Dennis Pitta (FA),16,21,125,7.8,24,2,0,0,0,0,0,3,12.5,4.2,0.0%
55,2013,Dennis Pitta (FA),20,33,169,8.5,18,0,1,0,0,0,0,4,22.9,5.7,0.0%
7,2012,Dennis Pitta (FA),61,94,669,11.0,61,8,7,0,0,0,0,16,108.9,6.8,0.0%
28,2011,Dennis Pitta (FA),40,56,405,10.1,39,0,3,0,0,0,0,16,58.5,3.7,0.0%
107,2010,Dennis Pitta (FA),1,5,1,1.0,1,0,0,0,0,0,0,11,0.1,0.0,0.0%
127,2021,Deon Yelder (FA),1,1,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
95,2020,Deon Yelder (FA),7,11,36,5.1,12,0,0,0,0,0,0,14,3.6,0.3,0.0%
94,2019,Deon Yelder (FA),3,4,50,16.7,24,1,0,0,0,0,0,10,5.0,0.5,0.0%
120,2018,Deon Yelder (FA),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%
105,2021,Derek Carrier (FA),2,2,13,6.5,9,0,0,0,0,0,0,2,1.3,0.7,0.0%
105,2020,Derek Carrier (FA),1,1,14,14.0,14,0,0,0,0,0,0,16,1.4,0.1,0.0%
56,2019,Derek Carrier (FA),13,19,108,8.3,25,2,1,1,27,0,0,16,19.5,1.2,0.0%
74,2018,Derek Carrier (FA),7,12,67,9.6,23,1,1,0,0,0,0,16,12.7,0.8,0.0%
86,2017,Derek Carrier (FA),8,11,71,8.9,17,0,0,0,0,0,0,14,7.1,0.5,0.0%
108,2016,Derek Carrier (FA),2,2,10,5.0,6,0,0,0,0,0,0,8,1.0,0.1,0.0%
55,2015,Derek Carrier (FA),17,22,141,8.3,20,2,1,0,0,0,0,12,20.1,1.7,0.0%
74,2014,Derek Carrier (FA),9,14,105,11.7,23,2,0,1,2,0,0,11,10.7,1.0,0.0%
113,2013,Derek Carrier (FA),0,0,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%
208,2021,Derek Fine (HOU),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
63,2009,Derek Schouman (FA),9,11,103,11.4,27,0,0,0,0,0,0,2,10.3,5.2,0.0%
45,2008,Derek Schouman (FA),13,0,121,9.3,18,0,1,0,0,0,0,7,18.1,2.6,0.0%
80,2007,Derek Schouman (FA),3,1,19,6.3,10,0,0,0,0,0,0,2,1.9,1.0,0.0%
148,2021,Derrick Deese Jr. (DET),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
97,2010,Desmond Clark (FA),1,2,12,12.0,12,0,0,0,0,0,0,2,1.2,0.6,0.0%
42,2009,Desmond Clark (FA),19,34,145,7.6,26,0,2,0,0,0,0,10,26.5,2.7,0.0%
31,2008,Desmond Clark (FA),34,8,288,8.5,35,0,1,0,0,0,0,12,34.8,2.9,0.0%
20,2007,Desmond Clark (FA),28,0,322,11.5,52,0,2,0,0,0,0,8,44.2,5.5,0.0%
8,2006,Desmond Clark (FA),45,0,626,13.9,33,0,6,0,0,0,0,14,98.6,7.0,0.0%
32,2005,Desmond Clark (FA),24,4,229,9.5,31,0,2,0,0,0,0,14,34.9,2.5,0.0%
35,2004,Desmond Clark (FA),24,49,282,11.8,31,0,1,0,0,0,1,15,32.2,2.1,0.0%
18,2003,Desmond Clark (FA),44,71,433,9.8,31,0,2,0,0,0,2,15,51.3,3.4,0.0%
78,2002,Desmond Clark (FA),2,3,42,21.0,26,0,0,0,0,0,0,5,4.2,0.8,0.0%
128,2021,Devin Asiasi (CIN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
79,2020,Devin Asiasi (CIN),2,7,39,19.5,26,1,1,0,0,0,0,8,9.9,1.2,0.0%
169,2019,Devin Funchess (FA),3,5,32,10.7,16,0,0,0,0,0,0,1,0.0,0.0,0.0%
146,2018,Devin Funchess (FA),44,79,549,12.5,27,8,4,0,0,0,0,14,0.0,0.0,0.0%
132,2017,Devin Funchess (FA),63,111,840,13.3,44,15,8,0,0,0,0,16,0.0,0.0,0.0%
123,2016,Devin Funchess (FA),23,58,371,16.1,48,8,4,0,0,0,0,15,0.0,0.0,0.0%
131,2015,Devin Funchess (FA),31,63,473,15.3,52,5,5,0,0,0,1,16,0.0,0.0,0.0%
134,2016,Dillon Gordon (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
134,2019,Dion Sims (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
114,2018,Dion Sims (FA),2,4,9,4.5,9,0,0,0,0,0,0,8,0.9,0.1,0.0%
53,2017,Dion Sims (FA),15,29,180,12.0,27,3,1,0,0,0,0,14,24.0,1.7,0.0%
33,2016,Dion Sims (FA),26,35,256,9.8,28,4,4,0,0,0,0,14,49.6,3.5,0.0%
62,2015,Dion Sims (FA),18,25,127,7.1,22,1,1,0,0,0,1,13,16.7,1.3,0.0%
34,2014,Dion Sims (FA),24,36,284,11.8,38,3,2,0,0,0,0,14,40.4,2.9,0.0%
69,2013,Dion Sims (FA),6,10,32,5.3,8,0,1,0,0,0,0,15,9.2,0.6,0.0%
129,2011,Dominique Byrd (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
72,2007,Dominique Byrd (FA),4,0,44,11.0,14,0,0,0,0,0,0,1,4.4,4.4,0.0%
69,2006,Dominique Byrd (FA),2,0,39,19.5,27,0,1,0,0,0,0,1,9.9,9.9,0.0%
202,2021,Dominique Curry (DET),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
96,2021,Dominique Dafney (FA),2,4,34,17.0,26,1,0,0,0,0,0,6,3.4,0.6,0.0%
81,2020,Dominique Dafney (FA),2,2,26,13.0,13,0,1,0,0,0,0,5,8.6,1.7,0.0%
71,2016,Dominique Jones (FA),7,10,61,8.7,24,1,1,0,0,0,0,9,12.1,1.3,0.0%
116,2014,Dominique Jones (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
95,2013,Dominique Jones (FA),2,3,34,17.0,21,1,0,0,0,0,0,8,3.4,0.4,0.0%
99,2012,Dominique Jones (FA),1,1,8,8.0,8,0,0,0,0,0,0,4,0.8,0.2,0.0%
62,2011,Donald Lee (FA),11,13,115,10.5,26,0,0,0,0,0,0,6,11.5,1.9,0.0%
51,2010,Donald Lee (FA),11,12,73,6.6,17,0,3,0,0,0,1,10,23.3,2.3,0.0%
39,2009,Donald Lee (FA),37,54,260,7.0,19,0,1,0,0,0,0,15,32.0,2.1,0.0%
23,2008,Donald Lee (FA),28,0,219,7.8,25,0,5,0,0,0,0,10,51.9,5.2,0.0%
19,2007,Donald Lee (FA),29,0,382,13.2,60,0,1,0,0,0,0,8,44.2,5.5,0.0%
58,2006,Donald Lee (FA),10,0,150,15.0,32,0,0,0,0,0,0,10,15.0,1.5,0.0%
28,2005,Donald Lee (FA),33,3,294,8.9,27,0,2,0,0,0,0,14,41.4,3.0,0.0%
61,2004,Donald Lee (FA),13,20,110,8.5,15,0,1,0,0,0,2,13,13.0,1.0,0.0%
53,2003,Donald Lee (FA),7,11,110,15.7,25,0,1,0,0,0,0,8,17.0,2.1,0.0%
36,2021,Donald Parham Jr. (LAC),20,27,190,9.5,22,1,3,0,0,0,0,14,39.0,2.8,0.3%
44,2020,Donald Parham Jr. (LAC),10,20,159,15.9,26,4,3,0,0,0,0,13,33.9,2.6,0.3%
127,2019,Donnie Ernsberger (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
132,2018,Donnie Ernsberger (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%
94,2013,Dorin Dickerson (FA),2,5,34,17.0,26,1,0,0,0,0,0,5,3.4,0.7,0.0%
68,2012,Dorin Dickerson (FA),9,15,117,13.0,24,3,0,1,-8,0,1,11,8.9,0.8,0.0%
112,2010,Dorin Dickerson (FA),0,1,0,0.0,0,0,0,0,0,0,0,7,0.0,0.0,0.0%
100,2006,Doug Jolley (FA),1,0,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,0.0%
30,2005,Doug Jolley (FA),29,0,324,11.2,60,0,1,0,0,0,0,11,38.4,3.5,0.0%
29,2004,Doug Jolley (FA),27,48,313,11.6,34,0,2,0,0,0,0,16,43.3,2.7,0.0%
32,2003,Doug Jolley (FA),31,53,250,8.1,26,0,1,0,0,0,0,12,31.0,2.6,0.0%
18,2002,Doug Jolley (FA),32,37,409,12.8,33,0,2,0,0,0,0,14,52.9,3.8,0.0%
206,2021,Drake Dunsmore (TB),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
82,2021,Drew Sample (CIN),11,15,81,7.4,19,0,0,0,0,0,0,10,8.1,0.8,0.1%
39,2020,Drew Sample (CIN),40,53,349,8.7,23,1,1,0,0,0,1,16,38.9,2.4,0.1%
97,2019,Drew Sample (CIN),5,6,30,6.0,21,1,0,0,0,0,0,9,3.0,0.3,0.1%
43,2021,Durham Smythe (MIA),34,41,357,10.5,25,5,0,2,3,0,0,16,36.0,2.3,0.1%
47,2020,Durham Smythe (MIA),26,29,208,8.0,19,0,2,0,0,0,0,15,32.8,2.2,0.1%
89,2019,Durham Smythe (MIA),7,14,65,9.3,24,1,0,0,0,0,0,16,6.5,0.4,0.1%
94,2018,Durham Smythe (MIA),6,11,50,8.3,21,1,0,0,0,0,0,15,5.0,0.3,0.1%
37,2012,Dustin Keller (FA),28,36,317,11.3,32,6,2,0,0,0,0,8,43.7,5.5,0.0%
11,2011,Dustin Keller (FA),65,115,815,12.5,41,0,5,0,0,0,1,16,109.5,6.8,0.0%
10,2010,Dustin Keller (FA),55,100,687,12.5,41,0,5,0,0,0,0,16,98.7,6.2,0.0%
20,2009,Dustin Keller (FA),45,82,522,11.6,40,0,2,1,7,0,1,16,64.9,4.1,0.0%
13,2008,Dustin Keller (FA),48,13,535,11.1,54,0,3,0,0,0,0,16,71.5,4.5,0.0%
60,2004,Dustin Lyman (FA),11,23,73,6.6,13,0,1,0,0,0,0,14,13.3,1.0,0.0%
68,2003,Dustin Lyman (FA),11,13,80,7.3,12,0,0,0,0,0,0,6,8.0,1.3,0.0%
41,2002,Dustin Lyman (FA),14,20,121,8.6,21,0,2,0,0,0,0,6,24.1,4.0,0.0%
106,2018,Dwayne Allen (FA),3,4,27,9.0,21,1,0,0,0,0,0,13,2.7,0.2,0.0%
67,2017,Dwayne Allen (FA),10,22,86,8.6,22,1,1,0,0,0,0,16,14.6,0.9,0.0%
19,2016,Dwayne Allen (FA),35,52,406,11.6,23,4,6,0,0,0,0,14,78.6,5.6,0.0%
61,2015,Dwayne Allen (FA),16,29,109,6.8,21,1,1,1,1,0,0,13,17.0,1.3,0.0%
13,2014,Dwayne Allen (FA),29,50,395,13.6,41,6,8,0,0,0,0,13,87.5,6.7,0.0%
75,2013,Dwayne Allen (FA),1,2,20,20.0,20,1,1,0,0,0,0,1,8.0,8.0,0.0%
23,2012,Dwayne Allen (FA),45,66,521,11.6,40,9,3,3,5,0,0,16,70.6,4.4,0.0%
76,2007,Dwayne Blakley (FA),5,2,32,6.4,10,0,0,0,0,0,0,4,3.2,0.8,0.0%
72,2006,Dwayne Blakley (FA),6,0,76,12.7,28,0,0,0,0,0,0,5,7.6,1.5,0.0%
62,2005,Dwayne Blakley (FA),4,0,30,7.5,10,0,1,0,0,0,0,3,9.0,3.0,0.0%
87,2004,Dwayne Blakley (FA),4,8,35,8.8,13,0,0,0,0,0,0,6,3.5,0.6,0.0%
174,2021,Dylan Parham (DEN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
162,2021,Dylan Soehner (NO),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
102,2015,E.J. Bibbs (FA),1,2,7,7.0,7,0,0,0,0,0,0,7,0.7,0.1,0.0%
138,2019,Ed Dickson (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
38,2018,Ed Dickson (FA),12,13,143,11.9,42,4,3,1,9,0,0,10,33.2,3.3,0.0%
28,2017,Ed Dickson (FA),30,48,437,14.6,64,7,1,0,0,0,0,16,49.7,3.1,0.0%
57,2016,Ed Dickson (FA),10,19,134,13.4,28,3,1,0,0,0,0,16,19.4,1.2,0.0%
47,2015,Ed Dickson (FA),17,26,121,7.1,17,0,2,0,0,0,0,16,24.1,1.5,0.0%
59,2014,Ed Dickson (FA),10,17,115,11.5,34,1,1,0,0,0,0,16,17.5,1.1,0.0%
46,2013,Ed Dickson (FA),25,43,273,10.9,43,2,1,0,0,0,0,16,33.3,2.1,0.0%
51,2012,Ed Dickson (FA),21,33,225,10.7,40,2,0,0,0,0,0,13,22.5,1.7,0.0%
20,2011,Ed Dickson (FA),54,89,528,9.8,25,0,5,0,0,0,0,16,82.8,5.2,0.0%
53,2010,Ed Dickson (FA),11,23,152,13.8,58,0,1,0,0,0,0,15,21.2,1.4,0.0%
106,2004,Ed Perry (FA),0,0,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%
94,2002,Ed Perry (FA),0,1,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%
116,2021,Eli Wolf (WAS),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
98,2017,Emanuel Byrd (FA),2,2,31,15.5,29,1,0,0,0,0,0,1,3.1,3.1,0.0%
108,2012,Emil Igwenagu (FA),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%
59,2021,Eric Ebron (FA),12,18,84,7.0,19,0,1,1,1,1,0,8,20.5,2.6,0.0%
14,2020,Eric Ebron (FA),56,91,558,10.0,27,6,5,0,0,0,1,15,85.8,5.7,0.0%
23,2019,Eric Ebron (FA),31,52,375,12.1,48,8,3,0,0,0,0,11,55.5,5.0,0.0%
4,2018,Eric Ebron (FA),66,110,750,11.4,53,10,13,3,-8,1,1,16,156.2,9.8,0.0%
13,2017,Eric Ebron (FA),53,86,574,10.8,44,6,4,0,0,0,1,16,79.4,5.0,0.0%
15,2016,Eric Ebron (FA),61,85,711,11.7,61,9,1,1,1,1,0,13,83.2,6.4,0.0%
13,2015,Eric Ebron (FA),47,70,537,11.4,55,5,5,0,0,0,0,14,83.7,6.0,0.0%
45,2014,Eric Ebron (FA),25,47,248,9.9,22,1,1,0,0,0,0,13,30.8,2.4,0.0%
45,2005,Eric Edwards (FA),12,0,133,11.1,63,0,1,0,0,0,0,8,19.3,2.4,0.0%
82,2004,Eric Edwards (FA),5,8,51,10.2,19,0,0,0,0,0,0,7,5.1,0.7,0.0%
21,2007,Eric Johnson (FA),34,5,250,7.4,22,0,1,0,0,0,0,8,31.0,3.9,0.0%
27,2006,Eric Johnson (FA),34,0,292,8.6,26,0,2,0,0,0,0,11,41.2,3.7,0.0%
9,2004,Eric Johnson (FA),82,117,825,10.1,25,0,2,0,0,0,1,16,92.5,5.8,0.0%
34,2002,Eric Johnson (FA),36,65,321,8.9,38,0,0,0,0,0,0,12,32.1,2.7,0.0%
74,2021,Eric Saubert (DEN),8,12,47,5.9,11,0,1,0,0,0,0,10,10.7,1.1,0.0%
104,2020,Eric Saubert (DEN),3,4,16,5.3,9,0,0,0,0,0,0,8,1.6,0.2,0.0%
102,2019,Eric Saubert (DEN),2,3,21,10.5,11,0,0,0,0,0,0,2,2.1,1.1,0.0%
95,2018,Eric Saubert (DEN),5,9,48,9.6,17,0,0,0,0,0,0,16,4.8,0.3,0.0%
119,2017,Eric Saubert (DEN),0,0,0,0.0,0,0,0,0,0,0,0,14,0.0,0.0,0.0%
114,2021,Eric Tomlinson (DEN),1,2,7,7.0,7,0,0,0,0,0,0,7,0.7,0.1,0.0%
160,2020,Eric Tomlinson (DEN),0,1,0,0.0,0,0,0,0,0,0,0,7,0.0,0.0,0.0%
119,2019,Eric Tomlinson (DEN),1,1,1,1.0,1,0,0,0,0,0,0,8,0.1,0.0,0.0%
87,2018,Eric Tomlinson (DEN),8,14,72,9.0,24,1,0,0,0,0,0,15,7.2,0.5,0.0%
62,2017,Eric Tomlinson (DEN),8,11,121,15.1,34,4,1,0,0,0,0,14,18.1,1.3,0.0%
136,2016,Eric Tomlinson (DEN),0,0,0,0.0,0,0,0,0,0,0,0,7,0.0,0.0,0.0%
165,2019,Erik Swoope (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
50,2018,Erik Swoope (FA),8,10,87,10.9,26,1,3,0,0,0,0,7,26.7,3.8,0.0%
42,2016,Erik Swoope (FA),15,22,297,19.8,45,6,1,0,0,0,0,16,35.7,2.2,0.0%
120,2015,Erik Swoope (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%
106,2010,Ernest Wilford (FA),1,2,3,3.0,3,0,0,0,0,0,0,2,0.3,0.2,0.0%
55,2009,Ernest Wilford (FA),11,21,123,11.2,30,0,1,0,0,0,0,12,18.3,1.5,0.0%
93,2008,Ernest Wilford (FA),2,0,10,5.0,8,0,0,0,0,0,0,2,1.0,0.5,0.0%
42,2007,Ernest Wilford (FA),17,0,191,11.2,33,0,0,0,0,0,0,8,19.1,2.4,0.0%
15,2006,Ernest Wilford (FA),36,0,524,14.6,41,0,2,0,0,0,0,15,64.4,4.3,0.0%
8,2005,Ernest Wilford (FA),41,5,681,16.6,39,0,7,0,0,0,0,16,110.1,6.9,0.0%
31,2004,Ernest Wilford (FA),19,35,271,14.3,46,0,2,0,0,0,0,15,41.1,2.7,0.0%
65,2006,Ernie Conwell (FA),8,0,57,7.1,15,0,1,0,0,0,0,4,11.7,2.9,0.0%
41,2005,Ernie Conwell (FA),13,0,165,12.7,31,0,1,0,0,0,0,6,22.5,3.8,0.0%
55,2004,Ernie Conwell (FA),10,19,102,10.2,28,0,1,0,0,0,0,13,16.2,1.2,0.0%
23,2003,Ernie Conwell (FA),26,44,290,11.2,32,0,2,0,0,0,0,9,41.0,4.6,0.0%
13,2002,Ernie Conwell (FA),34,48,419,12.3,52,0,2,6,30,1,0,16,62.9,3.9,0.0%
